16:07:08 | 91.6
16:07:22 | 91.6
16:07:25 | 91.6
16:07:29 | 91.6
16:07:32 | 91.65
16:08:53 | 91.65
16:08:59 | 91.65
16:09:07 | 91.8
16:09:12 | 91.8
16:09:18 | 91.8
16:09:23 | 91.8
16:09:28 | 91.8
16:09:34 | 91.8
16:09:39 | 91.8
16:09:45 | 91.8
16:09:50 | 91.8
16:09:55 | 91.8
16:10:01 | 91.75
16:10:06 | 91.75
16:10:17 | 91.75
16:15:06 | 91.6
16:15:36 | 91.6
16:15:47 | 91.6
16:16:40 | 91.75
16:17:10 | 91.75
16:18:13 | 91.65
16:18:39 | 91.7
16:18:48 | 91.7
16:19:19 | 91.75
16:19:54 | 91.75
16:20:25 | 91.65
16:25:58 | 92.05
16:26:29 | 92
